Year,Month,Ocean,Temperature,Salinity,Depth_m
2020,Jun,Pacific,26.76,31.24,0
2021,Aug,Pacific,7.42,36.83,10
2020,Feb,Pacific,25.86,30.66,0
2018,Feb,Pacific,18.45,30.31,50
2018,Jan,Atlantic,28.86,35.3,10
2020,May,Indian,5.88,33.26,50
2020,Jul,Indian,10.32,33.71,0
2022,Sep,Indian,12.02,33.61,100
2019,May,Pacific,0.71,36.16,0
2021,Nov,Atlantic,14.39,32.65,0
2018,Nov,Pacific,28.31,35.62,200
2021,Jan,Atlantic,24.46,34.01,100
2022,Mar,Atlantic,5.98,31.05,200
2018,Aug,Pacific,8.47,35.05,0
2022,Mar,Atlantic,29.29,30.66,100
2022,Jul,Pacific,1.8,31.75,100
2023,Oct,Indian,13.62,33.89,0
2020,Mar,Atlantic,26.61,33.13,0
2023,Feb,Atlantic,20.92,33.62,200
2021,Dec,Indian,29.47,33.53,0
2021,Oct,Indian,29.25,33.87,0
2020,Jun,Atlantic,22.57,32.05,0
2023,Feb,Indian,14.59,32.87,200
2021,Oct,Indian,18.72,35.2,0
2023,May,Atlantic,23.82,36.07,50
2020,May,Pacific,8.79,30.2,0
2018,May,Atlantic,13.75,32.76,0
2022,Jun,Atlantic,20.02,32.66,10
2022,Mar,Pacific,8.14,33.75,100
2023,Oct,Indian,19.71,30.01,200
2021,May,Atlantic,4.38,32.09,0
2023,Aug,Indian,12.58,34.33,10
2023,Apr,Indian,3.06,31.61,100
2019,May,Pacific,25.31,30.39,0
2022,Jan,Atlantic,9.08,31.63,100
2020,Jan,Pacific,27.79,35.91,200
2023,Aug,Pacific,23.64,31.9,100
2019,Feb,Pacific,9.46,33.23,100
2019,Oct,Atlantic,18.11,30.81,10
2022,Oct,Atlantic,13.22,35.12,10
2022,Jul,Pacific,24.18,32.99,50
2022,Jul,Atlantic,20.59,31.31,100
2020,Nov,Atlantic,19.61,36.77,10
2019,Sep,Indian,21.79,35.87,10
2021,Jan,Indian,12.64,32.61,0
2020,Feb,Pacific,12.42,30.86,50
2018,Jan,Pacific,10.54,34.32,200
2023,Jan,Indian,4.81,35.47,100
2022,Nov,Indian,10.87,36.14,0
2019,Apr,Indian,18.95,32.95,200
2023,Aug,Atlantic,9.43,31.48,50
2020,Oct,Indian,5.81,31.5,0
2018,Aug,Pacific,28.72,30.13,50
2020,Dec,Indian,17.46,35.52,200
2020,Dec,Indian,0.97,33.54,200
2021,Nov,Indian,23.44,36.48,100
2023,Sep,Pacific,20.24,31.2,200
2021,Feb,Pacific,11.67,32.18,50
2020,Jul,Pacific,20.92,36.0,0
2018,Dec,Pacific,27.43,34.32,200
2019,Apr,Indian,6.47,32.49,10
2019,Mar,Pacific,15.85,31.87,200
2023,Dec,Indian,23.15,34.09,100
2022,Apr,Indian,2.5,32.7,50
2022,Apr,Atlantic,22.55,31.85,10
2019,Mar,Pacific,22.92,32.64,50
2020,Sep,Pacific,16.58,34.94,10
2020,Aug,Atlantic,23.54,32.94,0
2021,Dec,Indian,20.11,33.32,50
2023,Oct,Pacific,9.73,34.67,100
2021,Dec,Indian,4.39,33.39,10
2022,Dec,Atlantic,28.87,36.67,200
2019,Feb,Pacific,17.27,30.49,0
2020,Mar,Indian,21.37,34.72,10
2019,Oct,Indian,16.23,36.04,0
2018,Jul,Atlantic,22.29,31.9,50
2019,May,Indian,4.58,32.89,50
2018,Jan,Atlantic,6.65,32.68,100
2021,Jan,Atlantic,25.61,36.38,0
2021,Dec,Atlantic,1.64,32.22,10
2022,Aug,Pacific,13.69,33.82,200
2019,Jun,Atlantic,5.73,31.15,100
2019,Apr,Pacific,17.08,30.3,50
2018,Mar,Indian,13.97,34.65,10
2021,Sep,Pacific,22.15,33.84,10
2018,Sep,Indian,9.26,30.6,200
2021,Dec,Atlantic,12.64,36.7,50
2018,Apr,Pacific,7.03,33.01,100
2021,Nov,Pacific,3.08,33.36,0
2018,Aug,Pacific,6.8,33.31,200
2021,Apr,Atlantic,26.95,33.57,0
2023,Aug,Atlantic,14.51,33.38,50
2018,Jul,Pacific,16.13,35.85,200
2019,Dec,Atlantic,22.22,33.29,50
2022,Jun,Atlantic,25.93,33.89,100
2023,Jul,Pacific,0.69,32.15,50
2023,Jun,Atlantic,3.74,33.78,0
2018,Nov,Indian,12.82,34.24,100
2022,Dec,Pacific,5.98,35.17,50
2019,Jun,Atlantic,14.23,35.91,50
2023,Jul,Indian,18.44,34.51,50
2019,Apr,Pacific,14.71,30.98,200
2021,Dec,Indian,20.38,30.67,50
2022,May,Atlantic,0.58,34.13,10
2020,Sep,Indian,16.25,31.8,50
2021,Feb,Indian,21.6,35.54,200
2022,Sep,Pacific,29.9,36.5,10
2018,May,Pacific,3.16,32.98,0
2018,Oct,Indian,0.35,34.3,50
2019,Jan,Indian,8.72,34.83,10
2023,Nov,Indian,9.86,35.42,10
2020,Jul,Atlantic,24.25,33.4,100
2018,May,Atlantic,7.55,30.38,10
2022,Mar,Atlantic,7.39,31.3,0
2023,Mar,Pacific,26.11,30.35,200
2023,Jan,Pacific,12.87,33.61,10
2022,Jul,Pacific,19.74,34.07,10
2023,Feb,Pacific,6.24,30.16,100
2018,Aug,Indian,18.06,32.09,10
2022,Apr,Pacific,26.84,36.45,10
2022,Apr,Pacific,21.94,30.36,10
2019,Nov,Indian,4.19,33.39,100
2020,May,Indian,3.95,34.7,100
2019,Sep,Atlantic,3.06,32.04,0
2020,Jul,Indian,27.57,36.29,200
2022,Mar,Indian,18.29,31.03,50
2023,Apr,Pacific,0.52,34.85,0
2020,Sep,Indian,25.16,32.91,0
2022,Jan,Atlantic,9.8,31.78,100
2022,Aug,Indian,20.29,33.14,10
2019,Aug,Atlantic,25.56,33.83,200
2019,Jul,Pacific,22.62,31.64,200
2023,Jun,Indian,24.65,36.42,10
2021,Jul,Atlantic,24.13,30.75,0
2018,Oct,Atlantic,4.47,33.92,10
2021,Apr,Pacific,11.63,33.37,0
2021,Apr,Indian,27.43,36.04,100
2023,May,Pacific,2.81,33.16,50
2020,Apr,Atlantic,29.29,34.17,10
2023,Apr,Pacific,6.79,36.47,0
2023,Sep,Atlantic,18.54,30.35,200
2022,Jun,Indian,9.81,33.64,10
2022,Mar,Atlantic,29.48,36.47,200
2022,Mar,Indian,15.74,30.69,0
2018,Oct,Atlantic,4.49,36.19,0
2020,Aug,Pacific,25.4,30.14,50
2020,Mar,Pacific,12.05,35.76,50
2022,Apr,Atlantic,25.56,36.1,100
2021,Jun,Atlantic,13.31,30.07,0
2018,Sep,Pacific,27.99,31.57,0
2021,Jun,Pacific,1.66,32.96,50
2019,Mar,Atlantic,29.5,33.19,10
2020,Dec,Atlantic,13.92,34.4,10
2020,Jun,Pacific,11.07,30.54,200
2021,Apr,Indian,1.25,30.13,0
2018,May,Indian,6.84,31.35,100
2020,May,Indian,9.38,35.52,10
2021,Mar,Indian,21.84,32.23,50
2023,May,Pacific,20.92,35.02,200
2023,Dec,Atlantic,26.56,32.8,100
2018,Dec,Indian,28.19,34.68,200
2021,May,Pacific,21.8,30.07,200
2023,Jul,Indian,20.71,30.34,200
2018,Sep,Atlantic,26.98,35.11,100
2022,May,Pacific,3.93,36.55,0
2018,Sep,Atlantic,2.32,30.91,50
2019,May,Atlantic,21.23,32.56,10
2022,Apr,Pacific,9.29,35.56,10
2021,Jun,Atlantic,12.73,30.83,50
2022,Aug,Atlantic,18.24,32.13,50
2022,Apr,Indian,28.52,31.7,50
2021,May,Atlantic,26.2,33.54,50
2021,Oct,Atlantic,22.02,31.04,50
2023,Jan,Atlantic,12.92,33.57,0
2019,Oct,Indian,23.78,34.63,50
2021,Dec,Atlantic,5.4,33.42,100
2020,Jan,Atlantic,24.23,30.82,50
2020,Aug,Indian,14.26,30.22,50
2019,Jul,Indian,7.85,36.89,200
2018,May,Pacific,13.91,34.93,100
2018,Sep,Pacific,23.66,36.11,200
2020,Jan,Atlantic,19.72,30.02,200
2021,Mar,Indian,4.11,35.64,10
2019,Jun,Pacific,20.74,36.54,100
2018,Jan,Pacific,24.99,31.5,200
2018,Dec,Indian,4.52,32.0,50
2022,Jun,Atlantic,1.85,34.17,10
2020,Feb,Atlantic,1.7,31.18,0
2021,Oct,Indian,0.67,30.21,10
2019,May,Atlantic,0.54,35.44,0
2018,Nov,Indian,24.15,35.71,0
2022,Oct,Atlantic,22.16,34.24,50
2020,Feb,Pacific,28.25,33.2,100
2020,Jan,Indian,10.67,34.08,100
2019,Dec,Atlantic,21.27,32.8,10
2018,Dec,Atlantic,12.33,31.82,0
2019,Apr,Indian,16.81,30.66,100
2019,Feb,Atlantic,13.17,31.96,0
2023,Sep,Pacific,12.46,33.85,50
2022,Dec,Atlantic,7.36,30.18,10
2020,Nov,Pacific,17.43,35.96,200
2023,Nov,Atlantic,7.84,33.54,50
2021,Mar,Pacific,4.21,34.01,10
2020,Dec,Pacific,22.49,31.76,10
2020,Sep,Atlantic,19.37,36.94,50
2022,Apr,Atlantic,8.79,33.05,0
2021,Oct,Indian,18.91,31.43,200
2018,Dec,Pacific,0.79,36.68,0
2021,Jul,Indian,29.65,30.08,50
2018,Jul,Atlantic,5.21,36.73,50
2021,Jun,Indian,28.25,32.22,100
2019,Aug,Pacific,2.05,35.21,200
2021,Nov,Pacific,21.25,32.28,0
2023,Nov,Indian,6.66,34.25,10
2023,Jun,Pacific,28.96,33.97,0
2022,Sep,Indian,9.46,35.78,10
2018,May,Pacific,1.19,34.17,10
2020,Nov,Indian,1.01,36.19,200
2022,Mar,Atlantic,25.67,35.84,10
2023,May,Pacific,2.09,32.99,100
2023,Apr,Pacific,24.84,33.99,0
2018,Mar,Pacific,4.5,35.77,100
2023,Jan,Indian,8.29,36.28,10
2023,Aug,Pacific,29.44,30.62,100
2018,Apr,Atlantic,21.75,35.66,50
2023,Dec,Atlantic,4.38,33.77,0
2020,Mar,Pacific,8.11,34.29,0
2019,Dec,Atlantic,14.27,32.7,200
2022,Apr,Pacific,26.55,30.51,50
2020,Jan,Indian,21.33,36.62,10
2020,Dec,Indian,20.85,36.56,10
2019,Jun,Indian,10.8,31.37,100
2022,Mar,Pacific,19.63,32.7,200
2020,Aug,Indian,5.19,34.15,10
2023,Nov,Atlantic,17.08,33.93,100
2019,Oct,Pacific,16.81,30.86,100
2022,May,Atlantic,20.63,30.08,100
2021,Sep,Indian,7.28,36.86,50
2018,Sep,Pacific,3.5,36.89,200
2023,Nov,Atlantic,29.02,33.86,100
2019,Feb,Atlantic,4.6,33.09,10
2018,May,Indian,10.11,36.71,10
2021,Jul,Indian,26.13,33.29,50
2020,Jul,Atlantic,17.83,33.31,50
2020,Oct,Indian,6.46,30.86,200
2022,Mar,Pacific,14.39,32.56,10
2019,Jul,Pacific,25.23,34.54,50
2019,Jul,Atlantic,29.68,35.11,200
2022,Apr,Pacific,19.29,36.97,0
2018,Nov,Atlantic,7.61,35.53,200
2020,Jul,Atlantic,24.38,34.77,50
2020,Aug,Atlantic,24.26,31.27,200
2019,Mar,Atlantic,26.68,32.52,0
2019,Feb,Indian,4.09,35.08,200
2022,Sep,Pacific,10.95,33.33,50
2021,Dec,Pacific,7.01,35.34,10
2018,Dec,Indian,6.49,34.63,10
2023,Jul,Indian,10.96,33.26,10
2021,Jan,Indian,1.43,32.35,10
2021,Oct,Indian,25.44,31.12,50
2019,Oct,Atlantic,25.55,33.09,200
2019,Sep,Indian,28.3,34.72,200
2019,May,Pacific,2.11,30.51,10
2021,Feb,Atlantic,17.14,32.22,10
2018,Jul,Pacific,0.19,30.94,200
2019,Sep,Pacific,17.69,32.04,50
2020,Mar,Pacific,2.92,35.65,0
2018,Apr,Indian,11.59,32.77,50
2020,Sep,Pacific,9.72,36.1,200
2018,Feb,Pacific,9.93,35.12,50
2019,Apr,Pacific,5.75,32.57,100
2023,May,Indian,3.14,31.13,0
2022,Apr,Pacific,0.49,30.01,200
2019,Jul,Indian,22.53,32.97,200
2021,Jun,Atlantic,27.48,33.53,10
2023,Sep,Pacific,26.84,33.14,100
2021,Nov,Indian,19.0,32.57,100
2018,Apr,Atlantic,3.63,35.09,10
2021,Nov,Pacific,17.04,30.66,0
2023,Sep,Atlantic,2.94,30.76,10
2023,Jan,Pacific,15.38,33.83,0
2019,Dec,Pacific,25.73,30.21,100
2020,Jun,Atlantic,5.98,32.78,10
2019,Jul,Atlantic,27.99,31.37,200
2018,Sep,Indian,11.59,31.48,10
2021,Jan,Pacific,6.54,33.39,100
2020,Nov,Atlantic,15.05,33.76,50
2022,Dec,Indian,26.08,32.89,0
2023,Dec,Pacific,8.12,30.94,0
2020,Jan,Pacific,5.17,33.29,100
2020,Feb,Atlantic,19.19,35.6,10
2019,Jun,Atlantic,20.77,34.74,0
2022,Mar,Atlantic,2.16,33.63,10
2023,Nov,Pacific,7.58,30.99,200
2018,Jun,Atlantic,3.58,34.25,0
2018,Feb,Atlantic,21.32,33.53,10
2020,Oct,Indian,15.86,35.78,200
2020,Jun,Atlantic,26.86,31.07,100
2021,Jul,Indian,20.3,32.72,0
2022,Jun,Atlantic,8.19,30.71,100
2023,Feb,Atlantic,10.15,33.67,50
2020,May,Indian,12.58,36.32,200
2021,Oct,Pacific,2.95,36.61,200
2022,Jun,Pacific,27.64,30.21,10
2023,Aug,Pacific,20.97,32.58,50
2018,Sep,Indian,21.76,32.28,0
2021,May,Atlantic,19.79,34.43,100
2022,Dec,Indian,13.29,34.96,100
2021,Jul,Pacific,11.38,31.32,10
2020,Apr,Indian,16.5,31.29,0
2019,Oct,Indian,22.13,31.99,0
2018,Dec,Pacific,10.68,30.18,0
2020,May,Atlantic,14.79,34.01,10
2020,Jan,Atlantic,19.57,34.88,0
2022,Mar,Pacific,8.3,30.03,0
2021,Feb,Atlantic,25.0,33.03,50
2018,Jun,Pacific,6.4,33.2,50
2020,Sep,Atlantic,25.88,34.27,0
2022,Oct,Pacific,0.14,35.27,0
2018,Mar,Indian,19.31,36.07,0
2021,Dec,Indian,14.21,31.1,0
2020,Nov,Indian,7.41,32.77,100
2023,Dec,Pacific,28.46,34.19,10
2020,Feb,Indian,6.4,33.43,10
2020,Feb,Indian,14.75,34.65,10
2018,Jun,Atlantic,16.76,33.97,50
2018,Oct,Indian,28.66,32.29,50
2018,Jun,Pacific,19.13,36.43,10
2018,May,Pacific,2.17,35.76,0
2022,Sep,Indian,12.49,35.1,100
2019,Jul,Atlantic,25.96,32.71,10
2022,Jul,Indian,22.83,30.36,10
2020,Nov,Pacific,1.54,36.82,200
2022,Jan,Indian,17.5,34.74,100
2021,Oct,Atlantic,3.45,32.01,200
2023,Oct,Indian,2.95,33.18,200
2018,Feb,Pacific,28.86,31.74,0
2021,Dec,Pacific,20.99,35.19,50
2023,Mar,Atlantic,3.27,34.51,0
2021,May,Atlantic,10.15,33.64,0
2020,Nov,Atlantic,20.38,32.63,200
2018,Dec,Pacific,27.17,32.15,50
2021,Apr,Indian,2.01,35.69,50
2020,Aug,Atlantic,2.5,32.75,50
2018,Nov,Atlantic,3.35,33.34,100
2019,Apr,Indian,16.34,31.22,200
2020,Jun,Indian,13.92,36.06,100
2022,Sep,Atlantic,4.93,31.72,100
2018,Feb,Indian,16.07,31.19,200
2021,Aug,Atlantic,10.27,34.37,100
2023,Dec,Atlantic,5.03,30.94,10
2021,May,Atlantic,0.99,36.85,100
2022,Oct,Indian,2.98,33.92,100
2022,Jun,Atlantic,11.62,30.32,200
2021,Mar,Indian,15.42,30.98,0
2023,Aug,Pacific,6.73,36.53,0
2018,Feb,Indian,23.41,33.84,100
2020,Jan,Indian,17.1,32.48,10
2022,Nov,Pacific,23.07,34.87,200
2022,Dec,Pacific,11.93,32.61,200
2022,Jan,Atlantic,26.72,31.0,100
2023,Aug,Pacific,24.01,35.21,100
2019,Feb,Indian,16.6,32.55,10
2023,May,Atlantic,20.49,36.87,100
2018,Feb,Atlantic,4.43,31.87,10
2018,Nov,Pacific,23.17,30.55,50
2018,Apr,Pacific,18.21,34.07,50
2018,Sep,Pacific,5.98,30.7,50
2018,Feb,Atlantic,8.18,35.57,0
2021,Apr,Atlantic,27.49,32.59,0
2022,Oct,Pacific,5.85,36.82,200
2023,May,Atlantic,13.07,36.3,100
2021,Oct,Atlantic,25.22,33.61,200
2023,Oct,Atlantic,9.44,32.48,50
2019,May,Atlantic,4.9,36.93,50
2020,Dec,Atlantic,14.81,32.5,10
2022,Dec,Indian,5.72,30.81,100
2019,May,Atlantic,29.51,35.16,50
2021,Oct,Pacific,19.55,35.8,0
2020,Oct,Atlantic,15.17,32.27,10
2019,Feb,Atlantic,13.16,31.94,0
2023,Aug,Pacific,18.52,33.0,10
2020,Nov,Indian,10.72,31.39,200
2023,May,Pacific,6.51,36.25,200
2019,Jun,Pacific,7.76,35.97,10
2021,Aug,Pacific,3.26,34.94,10
2023,Aug,Atlantic,26.87,35.78,0
2020,Oct,Atlantic,28.47,31.76,200
2019,Jul,Atlantic,7.3,33.35,0
2023,Aug,Pacific,29.34,32.56,0
2021,Oct,Atlantic,16.53,35.77,50
2022,Nov,Indian,7.23,31.04,50
2021,Jul,Atlantic,15.17,31.33,100
2021,Oct,Atlantic,2.31,34.31,200
2022,Jun,Pacific,4.22,32.7,200
2021,May,Indian,6.68,31.04,100
2022,May,Indian,27.39,30.76,100
2022,Aug,Indian,28.47,33.31,0
2023,Jan,Atlantic,12.28,35.17,10
2023,Feb,Indian,7.26,30.37,50
2022,Jan,Pacific,9.71,35.19,50
2019,Oct,Indian,9.96,34.3,0
2020,Jul,Atlantic,16.59,32.31,100
2019,Sep,Indian,5.08,30.21,0
2022,Jul,Indian,17.32,36.79,200
2020,Sep,Pacific,11.11,32.63,100
2023,Apr,Indian,18.75,36.54,200
2020,Jul,Atlantic,16.97,33.67,0
2022,Dec,Atlantic,13.79,33.98,50
2023,Oct,Indian,3.58,32.31,50
2020,Oct,Pacific,4.72,32.84,100
2020,Jul,Pacific,10.39,34.62,100
2019,Oct,Atlantic,22.21,33.27,100
2020,Oct,Pacific,10.05,32.77,0
2022,Feb,Indian,8.39,30.2,10
2018,Feb,Pacific,23.82,32.58,100
2018,Aug,Pacific,26.17,31.34,0
2018,Feb,Atlantic,21.73,36.52,50
2022,Jan,Indian,13.44,31.8,0
2018,Jan,Atlantic,6.37,30.43,200
2019,Jan,Pacific,29.85,31.17,0
2022,Jun,Atlantic,10.14,30.89,100
2023,May,Pacific,12.98,31.25,200
2022,Jul,Atlantic,15.66,31.69,100
2022,Mar,Pacific,16.94,36.67,50
2020,May,Atlantic,0.61,35.36,10
2020,Feb,Pacific,26.92,31.58,0
2020,Nov,Indian,26.41,34.74,10
2021,Sep,Atlantic,3.74,34.52,50
2019,Sep,Pacific,25.47,32.29,100
2022,Apr,Pacific,4.71,32.59,200
2022,Feb,Indian,7.28,36.31,0
2020,Oct,Pacific,15.57,33.37,10
2022,Aug,Atlantic,29.3,36.6,10
2023,Apr,Indian,14.45,31.28,200
2022,May,Atlantic,11.55,30.26,200
2018,Apr,Atlantic,15.55,33.44,100
2023,Feb,Pacific,6.99,34.13,50
2023,Jun,Pacific,27.96,33.64,200
2022,Jan,Atlantic,28.06,34.56,0
2021,Dec,Pacific,20.29,32.48,0
2020,Aug,Atlantic,4.64,30.94,100
2019,Nov,Pacific,14.57,31.96,0
2019,Jan,Atlantic,11.46,30.51,200
2018,May,Pacific,29.88,30.49,10
2019,Sep,Indian,1.56,32.63,10
2019,Jan,Atlantic,7.75,36.28,200
2020,Oct,Pacific,14.75,33.46,50
2020,Jul,Indian,24.75,31.19,0
2021,Jul,Atlantic,21.87,32.53,10
2018,May,Indian,28.69,36.84,10
2019,Apr,Indian,6.32,30.22,100
2021,Sep,Indian,3.09,34.21,100
2018,May,Indian,17.7,34.27,50
2023,Jan,Atlantic,12.98,36.17,100
2019,Sep,Atlantic,9.95,32.91,100
2019,Nov,Atlantic,23.26,32.95,0
2020,Dec,Pacific,16.47,36.78,50
2022,May,Indian,9.65,30.17,50
2018,Sep,Pacific,16.13,34.25,0
2019,Nov,Indian,27.98,34.91,200
2018,Nov,Pacific,7.86,30.64,50
2021,Aug,Pacific,13.56,35.0,10
2021,Dec,Atlantic,8.63,34.62,50
2022,Oct,Indian,17.26,30.11,10
2019,Jul,Atlantic,27.06,35.95,50
2020,Nov,Pacific,19.58,34.46,0
2019,Dec,Pacific,5.83,36.49,0
2018,Jun,Atlantic,3.88,34.39,100
2023,Sep,Atlantic,1.05,32.97,100
2021,Dec,Atlantic,25.22,34.31,50
2018,Apr,Atlantic,14.15,36.04,200
2022,May,Atlantic,12.68,32.95,0
2021,Dec,Indian,7.92,32.96,0
2020,Jan,Indian,12.9,30.72,0
2021,Jul,Atlantic,10.57,33.94,100
2023,Jun,Indian,22.31,33.11,10
2019,Nov,Indian,21.21,32.65,10
2023,Jul,Pacific,13.38,30.27,10
2023,Jan,Indian,19.61,34.23,200
2019,Jul,Indian,17.68,30.39,200
2021,Jul,Pacific,19.23,30.62,10
2022,Aug,Atlantic,22.78,30.37,200
2019,Feb,Indian,2.76,31.99,100
2019,Jan,Pacific,24.96,33.62,10
2020,Dec,Atlantic,8.48,34.17,0
2021,Jan,Indian,11.45,32.42,10
2019,Aug,Indian,8.3,34.87,200
2022,Jul,Indian,24.8,35.47,50
2018,Sep,Pacific,26.09,34.22,0
2021,Feb,Atlantic,4.21,32.39,0
2020,Apr,Atlantic,15.66,30.32,100
2023,Aug,Indian,11.45,36.56,0
2019,Jun,Pacific,5.46,36.85,100
2022,Feb,Atlantic,16.7,30.68,200
2021,Oct,Atlantic,10.97,32.93,100
2022,Feb,Atlantic,21.47,31.54,0
2022,Jul,Pacific,25.09,33.82,50
2023,Sep,Indian,0.41,33.41,100
2020,Aug,Atlantic,16.43,31.5,50
2021,Feb,Pacific,17.43,36.36,200
2019,Mar,Indian,9.54,36.25,50
2020,Aug,Indian,24.08,34.87,100
2019,Apr,Pacific,27.29,35.04,50
2018,Jun,Indian,22.93,32.44,200
2022,Dec,Indian,15.82,32.71,10
2018,Feb,Pacific,0.34,33.42,0
2022,Jan,Indian,12.66,34.48,200
2023,Jun,Pacific,20.81,33.04,200
2020,Aug,Atlantic,4.78,31.9,200
2019,May,Pacific,23.27,36.08,10
2023,Jan,Atlantic,18.41,31.96,0
2019,Oct,Atlantic,9.95,34.37,200
2020,Feb,Atlantic,25.46,34.98,10
2021,Mar,Pacific,19.29,34.36,50
2018,Dec,Pacific,9.1,35.27,10
2018,Feb,Pacific,5.92,31.41,50
2019,Sep,Atlantic,4.71,32.75,0
2019,Oct,Indian,29.6,33.91,50
2019,Feb,Indian,26.07,36.1,50
2020,Mar,Pacific,20.64,36.78,10
2021,Sep,Indian,14.12,36.02,200
2018,Nov,Atlantic,25.44,30.87,0
2023,Mar,Atlantic,21.1,30.2,10
2022,Aug,Indian,16.72,31.98,100
2020,Aug,Indian,23.4,32.85,50
2018,Nov,Atlantic,3.58,30.87,0
2021,Mar,Pacific,26.23,34.76,0
2020,Oct,Pacific,3.84,36.3,50
2023,Dec,Indian,27.13,32.8,200
2018,Oct,Indian,6.59,36.92,200
2020,Mar,Pacific,11.65,32.04,50
2018,Aug,Indian,22.8,32.83,50
2018,Mar,Indian,3.41,30.39,0
2021,Apr,Indian,29.24,34.98,200
2022,May,Atlantic,22.47,30.09,50
2021,Jul,Pacific,7.82,33.01,50
2018,Jan,Indian,26.63,31.58,200
2020,Aug,Indian,1.24,34.41,10
2023,Mar,Indian,0.33,31.5,10
2021,Jul,Indian,9.71,33.91,0
2022,Nov,Indian,3.05,30.58,10
2018,Oct,Indian,24.6,30.55,100
2023,Nov,Atlantic,11.54,36.2,0
2021,Mar,Atlantic,18.59,35.49,50
2021,Sep,Atlantic,24.69,36.77,10
2021,Oct,Atlantic,4.59,31.59,200
2021,May,Indian,29.21,32.05,50
2023,Mar,Indian,19.55,36.99,0
2020,Mar,Indian,1.96,34.76,200
2022,Apr,Atlantic,16.21,32.11,10
2022,May,Atlantic,26.13,31.8,0
2018,May,Atlantic,26.94,35.89,100
2019,Aug,Pacific,22.44,32.8,10
2020,Oct,Indian,29.17,30.29,200
2018,Jun,Atlantic,14.97,32.54,10
2018,May,Atlantic,12.09,31.24,10
2021,Feb,Indian,6.63,30.66,10
2019,May,Pacific,13.73,36.2,100
2019,Jul,Atlantic,25.72,34.86,50
2020,Nov,Pacific,1.63,34.7,50
2019,Mar,Atlantic,6.72,34.2,10
2018,Dec,Atlantic,29.15,35.03,0
2019,Jul,Indian,23.71,36.63,0
2019,Jan,Pacific,8.35,30.47,100
2022,Jun,Atlantic,25.15,30.25,100
2018,Jan,Indian,4.33,33.93,0
2023,Jul,Atlantic,20.0,32.84,0
2019,Jun,Indian,5.98,30.58,0
2019,Oct,Atlantic,15.93,36.69,50
2021,Nov,Indian,18.96,35.36,200
2019,Jan,Atlantic,22.01,33.4,100
2019,Sep,Indian,27.2,36.69,0
2022,May,Indian,23.8,35.39,100
2018,Nov,Pacific,8.95,30.54,10
2020,Jul,Indian,25.29,34.65,100
2018,Dec,Pacific,1.88,33.3,200
2021,Jan,Indian,22.09,34.14,100
2018,Nov,Indian,14.5,31.68,0
2019,Nov,Indian,13.19,33.27,100
2021,Aug,Indian,21.02,32.3,10
2018,Aug,Pacific,1.82,33.1,200
2021,Sep,Indian,26.19,30.73,0
2020,Feb,Indian,7.77,30.9,0
2018,Jun,Indian,24.43,33.21,0
2023,Oct,Indian,9.68,31.7,100
2019,May,Indian,22.02,31.9,0
2021,Jun,Indian,27.58,34.52,200
2023,May,Atlantic,20.74,30.09,10
2023,Nov,Pacific,7.04,33.21,100
2022,Jan,Pacific,21.0,34.01,100
2021,Feb,Indian,21.0,32.43,100
2023,Mar,Atlantic,27.73,33.72,50
2022,Jul,Atlantic,7.69,35.8,200
2023,Oct,Pacific,29.08,33.1,0
2019,Sep,Atlantic,20.55,33.4,100
2020,Feb,Atlantic,9.55,36.01,50
2022,Dec,Pacific,15.29,33.21,100
2020,Oct,Pacific,22.85,36.6,200
2021,Jan,Pacific,1.42,36.3,10
2019,Jan,Indian,10.09,30.26,10
2022,Apr,Pacific,26.61,31.27,200
2021,Sep,Pacific,3.21,33.47,10
2023,Apr,Atlantic,15.84,30.94,10
2018,Mar,Atlantic,17.27,36.12,0
2021,Oct,Pacific,8.61,33.11,50
2020,Aug,Pacific,12.13,31.13,50
2019,Sep,Atlantic,27.31,34.75,0
2019,May,Pacific,1.81,34.9,100
2021,Feb,Indian,4.84,33.58,100
2023,Apr,Pacific,27.04,31.02,0
2018,Oct,Atlantic,5.38,35.69,200
2020,Aug,Indian,5.23,36.23,200
2021,Feb,Pacific,17.53,36.45,200
2021,Sep,Atlantic,29.53,31.5,200
2019,Nov,Atlantic,13.41,34.19,100
2020,Dec,Atlantic,15.67,34.91,0
2018,May,Atlantic,24.79,30.54,10
2019,Dec,Indian,20.89,33.92,0
2021,Jul,Pacific,29.88,30.34,100
2019,May,Pacific,18.38,35.62,0
2019,Mar,Pacific,12.59,36.18,10
2022,Feb,Pacific,10.01,34.43,10
2019,Mar,Atlantic,29.62,36.49,100
2023,Feb,Indian,24.25,31.91,0
2019,Feb,Atlantic,24.59,34.95,50
2023,Feb,Indian,5.83,31.24,200
2020,Dec,Pacific,13.81,30.46,0
2019,Nov,Atlantic,0.68,32.97,200
2018,Feb,Atlantic,16.03,36.65,200
2023,Aug,Pacific,2.21,35.79,0
2023,May,Indian,5.91,34.9,200
2021,Sep,Indian,8.46,34.67,50
2020,Nov,Indian,24.52,31.81,200
2019,Dec,Atlantic,3.07,30.21,200
2018,May,Atlantic,27.22,33.2,50
2021,Jan,Atlantic,16.99,32.16,50
2020,Aug,Indian,3.26,32.52,10
2023,Mar,Atlantic,29.61,30.5,10
2018,Oct,Indian,0.06,31.84,10
